1,0.00064661
2,0.00082699
3,0.00060484
4,0.00060484
5,0.00075336
6,0.00060484
7,0.00060484
8,0.00060484
9,0.00075336
10,0.00075794
11,0.00060484
12,0.00075336
13,0.00060484
14,0.00060484
15,0.00060484
16,0.00060484
17,0.00060484
18,0.00060484
19,0.00060484
20,0.0013061
21,0.00060484
22,0.00060484
23,0.00060484
24,0.00060484
25,0.00060484
26,0.00060484
27,0.0006558
28,0.00060484
29,0.00060484
30,0.00066532
31,0.00060484
32,0.00060484
33,0.00060484
34,0.00060484
35,0.00060484
36,0.00060484
37,0.00060484
38,0.00060484
39,0.00061589
40,0.00060484
41,0.0006081
42,0.00060484
43,0.00060484
44,0.00060484
45,0.00060484
46,0.0016442
47,0.00060484
48,0.00060484
49,0.00060484
50,0.00060484
51,0.00061708
52,0.00060484
53,0.00062016
54,0.00060484
55,0.00060484
56,0.00060484
57,0.00060484
58,0.00060484
59,0.00060484
60,0.00060484
61,0.00060484
62,0.00060484
63,0.00060484
64,0.00060484
65,0.00060484
66,0.00060484
67,0.00060484
68,0.00060484
69,0.00060484
70,0.00060484
71,0.00060484
72,0.00060484
73,0.00060484
74,0.00060484
75,0.00060484
76,0.00060484
77,0.00060484
78,0.00060484
79,0.00060484
80,0.00060484
81,0.00060484
82,0.00060484
83,0.00060484
84,0.00060484
85,0.00060484
86,0.00060484
87,0.00060484
88,0.00060484
89,0.00060484
90,0.00060484
91,0.00060484
92,0.00060484
93,0.00060484
94,0.00060484
95,0.00060484
96,0.00060484
97,0.00060484
98,0.0016442
99,0.00060484
100,0.00061289
101,0.00060484
102,0.00060484
103,0.00060484
104,0.00060484
105,0.00060484
106,0.00060484
107,0.00060484
108,0.00060484
109,0.00060484
110,0.00060484
111,0.00060484
112,0.00060484
113,0.00060484
114,0.00060484
115,0.00066159
116,0.0010999
117,0.00060484
118,0.0006655
119,0.00060484
120,0.00060484
121,0.00060484
122,0.00067619
123,0.00060484
124,0.00060484
125,0.00060484
126,0.00060484
127,0.00060484
128,0.00060484
129,0.00060484
130,0.00060484
131,0.00060484
132,0.00060484
133,0.00060484
134,0.00060484
135,0.00060484
136,0.00060484
137,0.00060484
138,0.00060484
139,0.00060484
140,0.00060484
141,0.00060484
142,0.00060484
143,0.00060484
144,0.00060484
145,0.00060484
146,0.00060484
147,0.00060484
148,0.00060484
149,0.00060484
150,0.00060484
151,0.00060484
152,0.00060484
153,0.00060484
154,0.00060484
155,0.00060484
156,0.00060484
157,0.00060484
158,0.00060484
159,0.00060484
160,0.00060484
161,0.00060484
162,0.00060484
163,0.00060484
164,0.00060484
165,0.00060484
166,0.00060484
167,0.00060484
168,0.00060484
169,0.00060484
170,0.0016442
171,0.00060484
