1,0.003
2,0.0030175
3,0.003
4,0.003
5,0.003
6,0.0042782
7,0.003
8,0.003
9,0.003
10,0.003
11,0.003
12,0.003
13,0.003
14,0.003
15,0.0030162
16,0.003
17,0.003
18,0.003
19,0.003
20,0.003
21,0.003
22,0.003
23,0.003
24,0.0031173
25,0.003
26,0.003
27,0.003
28,0.003
29,0.003
30,0.003
31,0.00303
32,0.003
33,0.003
34,0.003
35,0.003
36,0.003
37,0.003
38,0.003
39,0.003
40,0.003
41,0.003
42,0.003
43,0.003
44,0.0030121
45,0.003
46,0.003
47,0.0030588
48,0.003
49,0.003
50,0.003
51,0.003
52,0.003
53,0.003
54,0.003
55,0.003
56,0.003
57,0.003
58,0.003
59,0.003
60,0.003
61,0.00303
62,0.003
63,0.003
64,0.003
65,0.003
66,0.003
67,0.003
68,0.003
69,0.003
70,0.003
71,0.003
72,0.003
73,0.003
74,0.003
75,0.003
76,0.003
77,0.003
78,0.003
79,0.003
80,0.003
81,0.0031348
82,0.003
83,0.00303
84,0.003
85,0.003
86,0.003
87,0.003
88,0.003
89,0.003
90,0.003
91,0.003
92,0.0042782
93,0.003
94,0.003
95,0.0030399
96,0.0030782
97,0.0042782
98,0.003
99,0.003
100,0.0030399
